rownames,score,unemp,wage,tuition,education,gender_female,gender_male,ethnicity_afam,ethnicity_hispanic,ethnicity_other,fcollege_no,fcollege_yes,mcollege_no,mcollege_yes,home_no,home_yes,urban_no,urban_yes,income_high,income_low,region_other,region_west,target
1466,49.83000183105469,6.900000095367432,8.260000228881836,0.6154699921607971,13,False,True,True,False,False,True,False,True,False,False,True,True,False,False,True,True,False,1
1467,38.2400016784668,6.900000095367432,8.260000228881836,0.6154699921607971,12,False,True,False,False,True,True,False,True,False,True,False,True,False,False,True,True,False,1
1468,46.70000076293945,6.900000095367432,8.260000228881836,0.6154699921607971,16,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
1469,53.97999954223633,6.900000095367432,8.260000228881836,0.6154699921607971,12,True,False,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False,1
1470,40.47999954223633,6.900000095367432,8.260000228881836,0.6154699921607971,12,False,True,False,False,True,True,False,True,False,True,False,True,False,False,True,True,False,1
1471,37.56999969482422,6.900000095367432,8.260000228881836,0.6154699921607971,12,False,True,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,1
1472,34.70000076293945,6.900000095367432,8.260000228881836,0.6154699921607971,15,True,False,True,False,False,True,False,True,False,False,True,True,False,False,True,True,False,1
1473,44.08000183105469,8.0,7.400000095367432,0.8833699822425842,12,True,False,True,False,False,True,False,True,False,False,True,True,False,False,True,True,False,0
1474,36.59000015258789,8.0,7.400000095367432,0.8833699822425842,14,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,0
1475,40.4900016784668,8.0,7.400000095367432,0.8833699822425842,13,True,False,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,0
1476,39.150001525878906,8.0,7.400000095367432,0.8833699822425842,13,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,0
1477,45.29999923706055,8.0,7.400000095367432,0.8833699822425842,12,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,0
1478,52.9900016784668,8.0,7.400000095367432,0.8833699822425842,16,True,False,False,False,True,False,True,True,False,False,True,True,False,False,True,True,False,0
1479,35.22999954223633,9.699999809265137,7.489999771118164,0.8048499822616577,12,True,False,True,False,False,True,False,True,False,False,True,True,False,False,True,True,False,1
1480,55.16999816894531,9.699999809265137,7.489999771118164,0.8048499822616577,12,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
1481,39.95000076293945,9.699999809265137,7.489999771118164,0.8048499822616577,12,True,False,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,1
1482,44.619998931884766,9.699999809265137,7.489999771118164,0.8048499822616577,16,True,False,True,False,False,True,False,True,False,False,True,True,False,False,True,True,False,1
1483,41.9900016784668,9.699999809265137,7.489999771118164,0.8048499822616577,16,True,False,True,False,False,True,False,True,False,False,True,True,False,False,True,True,False,1
1484,32.720001220703125,9.699999809265137,7.489999771118164,0.8048499822616577,16,True,False,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,1
1485,55.02000045776367,9.699999809265137,7.489999771118164,0.8048499822616577,13,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
1486,36.540000915527344,5.900000095367432,7.400000095367432,0.8833699822425842,13,True,False,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,0
1487,37.41999816894531,5.900000095367432,7.400000095367432,0.8833699822425842,15,True,False,True,False,False,True,False,False,True,False,True,True,False,False,True,True,False,0
1488,54.400001525878906,7.5,7.489999771118164,0.8048499822616577,15,False,True,True,False,False,True,False,True,False,False,True,False,True,False,True,True,False,0
1489,45.93000030517578,7.5,7.489999771118164,0.8048499822616577,12,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,True,False,0
1490,45.02000045776367,7.5,7.489999771118164,0.8048499822616577,12,True,False,True,False,False,True,False,True,False,False,True,False,True,True,False,True,False,0
1491,44.59000015258789,6.0,7.400000095367432,0.8833699822425842,12,True,False,True,False,False,True,False,True,False,False,True,True,False,False,True,True,False,1
1492,44.68000030517578,6.0,7.400000095367432,0.8833699822425842,12,True,False,True,False,False,True,False,True,False,False,True,True,False,False,True,True,False,1
1493,40.43000030517578,6.0,7.400000095367432,0.8833699822425842,12,False,True,True,False,False,True,False,True,False,False,True,True,False,False,True,True,False,1
1494,39.83000183105469,6.0,7.400000095367432,0.8833699822425842,12,True,False,True,False,False,True,False,True,False,False,True,True,False,False,True,True,False,1
1495,47.310001373291016,6.0,7.400000095367432,0.8833699822425842,16,True,False,True,False,False,True,False,True,False,False,True,True,False,False,True,True,False,1
1496,44.38999938964844,6.0,7.400000095367432,0.8833699822425842,16,True,False,True,False,False,True,False,True,False,False,True,True,False,False,True,True,False,1
1497,39.869998931884766,6.0,7.400000095367432,0.8833699822425842,14,True,False,True,False,False,True,False,True,False,False,True,True,False,False,True,True,False,1
1498,40.68000030517578,6.0,7.400000095367432,0.8833699822425842,13,True,False,True,False,False,True,False,True,False,False,True,True,False,False,True,True,False,1
1499,57.959999084472656,12.5,9.06999969482422,0.6697499752044678,13,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
1500,34.86000061035156,12.5,9.06999969482422,0.6697499752044678,12,False,True,False,False,True,True,False,True,False,True,False,True,False,False,True,True,False,1
1501,53.5099983215332,12.5,9.06999969482422,0.6697499752044678,16,True,False,False,False,True,True,False,True,False,True,False,True,False,False,True,True,False,1
1502,36.529998779296875,12.5,9.06999969482422,0.6697499752044678,12,False,True,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,1
1503,44.95000076293945,10.300000190734863,7.489999771118164,0.8048499822616577,16,True,False,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,1
1504,47.52000045776367,10.300000190734863,7.489999771118164,0.8048499822616577,17,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
1505,63.709999084472656,10.300000190734863,7.489999771118164,0.8048499822616577,17,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
1506,33.400001525878906,10.300000190734863,7.489999771118164,0.8048499822616577,14,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
1507,51.65999984741211,10.300000190734863,7.489999771118164,0.8048499822616577,13,True,False,False,False,True,True,False,True,False,True,False,True,False,False,True,True,False,1
1508,43.560001373291016,8.399999618530273,8.260000228881836,0.6154699921607971,12,False,True,False,False,True,False,True,True,False,True,False,True,False,False,True,True,False,1
1509,60.2400016784668,8.399999618530273,8.260000228881836,0.6154699921607971,14,True,False,False,False,True,True,False,True,False,True,False,True,False,False,True,True,False,1
1510,46.13999938964844,8.399999618530273,8.260000228881836,0.6154699921607971,16,False,True,True,False,False,True,False,True,False,False,True,True,False,False,True,True,False,1
1511,36.290000915527344,8.399999618530273,8.260000228881836,0.6154699921607971,12,True,False,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,1
1512,48.619998931884766,8.399999618530273,8.260000228881836,0.6154699921607971,13,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
1513,64.79000091552734,8.399999618530273,8.260000228881836,0.6154699921607971,17,True,False,False,False,True,False,True,False,True,False,True,True,False,False,True,True,False,1
1514,54.91999816894531,8.399999618530273,8.260000228881836,0.6154699921607971,13,True,False,False,False,True,True,False,True,False,True,False,True,False,False,True,True,False,1
1515,40.29999923706055,10.199999809265137,8.260000228881836,0.6154699921607971,12,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
1516,43.88999938964844,10.199999809265137,8.260000228881836,0.6154699921607971,12,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
1517,57.91999816894531,10.199999809265137,8.260000228881836,0.6154699921607971,12,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
1518,34.16999816894531,10.199999809265137,8.260000228881836,0.6154699921607971,12,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
1519,55.959999084472656,10.199999809265137,8.260000228881836,0.6154699921607971,12,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
1520,42.91999816894531,5.5,7.400000095367432,0.8833699822425842,12,True,False,True,False,False,True,False,True,False,False,True,False,True,False,True,True,False,0
1521,34.65999984741211,5.5,7.400000095367432,0.8833699822425842,13,True,False,True,False,False,True,False,True,False,True,False,False,True,False,True,True,False,0
1522,48.630001068115234,5.5,7.400000095367432,0.8833699822425842,16,True,False,True,False,False,True,False,True,False,True,False,False,True,False,True,True,False,0
1523,36.970001220703125,5.5,7.400000095367432,0.8833699822425842,12,True,False,True,False,False,True,False,True,False,True,False,False,True,False,True,True,False,0
1524,42.65999984741211,5.5,7.400000095367432,0.8833699822425842,12,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,0
1525,43.20000076293945,5.5,7.400000095367432,0.8833699822425842,12,True,False,True,False,False,True,False,True,False,False,True,False,True,False,True,True,False,0
1526,34.83000183105469,11.199999809265137,9.06999969482422,0.6697499752044678,13,True,False,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False,1
1527,43.380001068115234,11.199999809265137,9.06999969482422,0.6697499752044678,12,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
1528,47.0099983215332,11.199999809265137,9.06999969482422,0.6697499752044678,13,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
1529,40.400001525878906,7.199999809265137,8.260000228881836,0.6154699921607971,15,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
1530,43.560001373291016,7.199999809265137,8.260000228881836,0.6154699921607971,16,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,1
1531,49.189998626708984,7.199999809265137,8.260000228881836,0.6154699921607971,12,False,True,False,False,True,False,True,True,False,False,True,True,False,False,True,True,False,1
1532,36.400001525878906,7.199999809265137,8.260000228881836,0.6154699921607971,12,True,False,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,1
1533,34.470001220703125,7.199999809265137,8.260000228881836,0.6154699921607971,12,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
1534,60.630001068115234,7.199999809265137,8.260000228881836,0.6154699921607971,13,False,True,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,1
1535,54.63999938964844,5.900000095367432,8.260000228881836,0.6154699921607971,16,True,False,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,0
1536,43.880001068115234,5.900000095367432,8.260000228881836,0.6154699921607971,12,False,True,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,0
1537,50.150001525878906,5.900000095367432,8.260000228881836,0.6154699921607971,12,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,0
1538,53.939998626708984,5.900000095367432,8.260000228881836,0.6154699921607971,12,False,True,False,False,True,True,False,False,True,True,False,True,False,True,False,True,False,0
1539,54.43000030517578,6.0,10.029999732971191,0.5242499709129333,13,True,False,False,False,True,True,False,False,True,False,True,True,False,False,True,True,False,1
1540,57.0,6.0,10.029999732971191,0.5242499709129333,14,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
1541,42.5099983215332,6.0,10.029999732971191,0.5242499709129333,12,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
1542,59.65999984741211,6.0,10.029999732971191,0.5242499709129333,17,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
1543,31.049999237060547,6.0,10.029999732971191,0.5242499709129333,12,False,True,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,1
1544,38.7400016784668,6.0,10.029999732971191,0.5242499709129333,12,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
1545,53.459999084472656,3.5,10.029999732971191,0.5242499709129333,12,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,0
1546,46.5,3.5,10.029999732971191,0.5242499709129333,14,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,0
1547,47.349998474121094,3.5,10.029999732971191,0.5242499709129333,12,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,0
1548,46.959999084472656,3.5,10.029999732971191,0.5242499709129333,16,False,True,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,0
1549,55.81999969482422,6.300000190734863,9.899999618530272,0.6732100248336792,14,True,False,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,0
1550,38.060001373291016,6.300000190734863,9.899999618530272,0.6732100248336792,12,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,0
1551,57.119998931884766,6.300000190734863,9.899999618530272,0.6732100248336792,16,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,0
1552,62.91999816894531,6.300000190734863,9.899999618530272,0.6732100248336792,16,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,0
1553,59.279998779296875,6.300000190734863,9.899999618530272,0.6732100248336792,14,True,False,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,0
1554,52.939998626708984,6.300000190734863,9.899999618530272,0.6732100248336792,17,True,False,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,0
1555,44.790000915527344,5.400000095367432,6.590000152587891,0.692840039730072,12,False,True,False,False,True,True,False,True,False,False,True,False,True,True,False,True,False,1
1556,56.86000061035156,5.400000095367432,6.590000152587891,0.692840039730072,16,True,False,False,False,True,False,True,True,False,False,True,False,True,False,True,True,False,1
1557,57.65999984741211,5.400000095367432,6.590000152587891,0.692840039730072,16,True,False,True,False,False,True,False,False,True,True,False,False,True,False,True,True,False,1
1558,43.06999969482422,5.400000095367432,6.590000152587891,0.692840039730072,14,True,False,True,False,False,True,False,True,False,False,True,False,True,False,True,True,False,1
1559,58.66999816894531,5.400000095367432,6.590000152587891,0.692840039730072,14,True,False,False,False,True,True,False,True,False,False,True,False,True,False,True,True,False,1
1560,53.9900016784668,5.400000095367432,6.590000152587891,0.692840039730072,13,True,False,False,False,True,True,False,True,False,False,True,False,True,False,True,True,False,1
1561,65.94999694824219,5.400000095367432,6.590000152587891,0.692840039730072,15,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,True,False,1
1562,56.11000061035156,8.100000381469727,9.899999618530272,0.6732100248336792,15,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,0
1563,45.209999084472656,8.100000381469727,9.899999618530272,0.6732100248336792,14,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False,0
1564,60.95000076293945,8.100000381469727,9.899999618530272,0.6732100248336792,13,False,True,False,False,True,True,False,True,False,True,False,True,False,False,True,True,False,0
1565,34.2400016784668,8.100000381469727,9.899999618530272,0.6732100248336792,13,False,True,True,False,False,True,False,True,False,False,True,True,False,False,True,True,False,0
1566,43.0,8.100000381469727,9.899999618530272,0.6732100248336792,15,False,True,True,False,False,True,False,True,False,False,True,True,False,False,True,True,False,0
1567,45.11000061035156,8.100000381469727,9.899999618530272,0.6732100248336792,15,False,True,True,False,False,True,False,True,False,False,True,True,False,False,True,True,False,0
1568,53.470001220703125,6.0,10.029999732971191,0.5242499709129333,15,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
1569,39.75,6.0,10.029999732971191,0.5242499709129333,12,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
1570,37.650001525878906,6.0,10.029999732971191,0.5242499709129333,12,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
1571,60.0099983215332,8.5,9.899999618530272,0.6732100248336792,17,True,False,True,False,False,False,True,False,True,False,True,True,False,True,False,True,False,1
1572,42.63999938964844,8.5,9.899999618530272,0.6732100248336792,16,True,False,True,False,False,True,False,True,False,False,True,True,False,False,True,True,False,1
1573,39.33000183105469,8.5,9.899999618530272,0.6732100248336792,12,True,False,True,False,False,True,False,True,False,False,True,True,False,False,True,True,False,1
1574,35.43000030517578,8.5,9.899999618530272,0.6732100248336792,16,True,False,True,False,False,True,False,True,False,False,True,True,False,False,True,True,False,1
1575,34.31999969482422,8.5,9.899999618530272,0.6732100248336792,12,True,False,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False,1
1576,44.15999984741211,8.5,9.899999618530272,0.6732100248336792,16,True,False,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,1
1577,32.650001525878906,8.5,9.899999618530272,0.6732100248336792,12,False,True,True,False,False,True,False,True,False,False,True,True,False,False,True,True,False,1
1578,35.7400016784668,8.5,9.899999618530272,0.6732100248336792,12,False,True,True,False,False,True,False,True,False,False,True,True,False,False,True,True,False,1
1579,41.0099983215332,8.399999618530273,10.029999732971191,0.5242499709129333,12,True,False,True,False,False,True,False,True,False,False,True,True,False,False,True,True,False,1
1580,47.2599983215332,8.399999618530273,10.029999732971191,0.5242499709129333,12,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
1581,46.130001068115234,8.399999618530273,10.029999732971191,0.5242499709129333,12,True,False,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,1
1582,36.540000915527344,4.900000095367432,10.029999732971191,0.5242499709129333,12,False,True,True,False,False,True,False,True,False,False,True,True,False,False,True,True,False,1
1583,36.90999984741211,4.900000095367432,10.029999732971191,0.5242499709129333,12,True,False,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False,1
1584,44.619998931884766,4.900000095367432,10.029999732971191,0.5242499709129333,13,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
1585,60.599998474121094,4.900000095367432,10.029999732971191,0.5242499709129333,15,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
1586,42.029998779296875,4.900000095367432,10.029999732971191,0.5242499709129333,13,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
1587,54.43000030517578,6.900000095367432,9.899999618530272,0.6732100248336792,13,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,0
1588,44.2400016784668,6.900000095367432,9.899999618530272,0.6732100248336792,14,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,0
1589,38.5,6.900000095367432,9.899999618530272,0.6732100248336792,12,True,False,True,False,False,True,False,True,False,False,True,True,False,False,True,True,False,0
1590,46.31999969482422,6.900000095367432,9.899999618530272,0.6732100248336792,16,True,False,False,False,True,False,True,False,True,False,True,True,False,False,True,True,False,0
1591,38.06999969482422,6.900000095367432,9.899999618530272,0.6732100248336792,14,True,False,True,False,False,True,False,True,False,False,True,True,False,False,True,True,False,0
1592,50.25,7.800000190734863,10.029999732971191,0.5242499709129333,13,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
1593,40.380001068115234,7.800000190734863,10.029999732971191,0.5242499709129333,14,True,False,False,False,True,False,True,True,False,False,True,True,False,False,True,True,False,1
1594,43.18000030517578,7.800000190734863,10.029999732971191,0.5242499709129333,15,False,True,True,False,False,True,False,False,True,False,True,True,False,False,True,True,False,1
1595,41.13999938964844,7.800000190734863,10.029999732971191,0.5242499709129333,12,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
1596,52.58000183105469,7.800000190734863,10.029999732971191,0.5242499709129333,18,False,True,False,False,True,True,False,True,False,True,False,True,False,False,True,True,False,1
1597,59.400001525878906,7.800000190734863,10.029999732971191,0.5242499709129333,16,False,True,False,False,True,False,True,True,False,False,True,True,False,True,False,True,False,1
1598,46.54999923706055,7.800000190734863,10.029999732971191,0.5242499709129333,12,True,False,False,False,True,True,False,True,False,True,False,True,False,False,True,True,False,1
1599,43.93000030517578,7.800000190734863,10.029999732971191,0.5242499709129333,16,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
1600,39.86000061035156,7.800000190734863,10.029999732971191,0.5242499709129333,13,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
1601,50.970001220703125,7.800000190734863,10.029999732971191,0.5242499709129333,14,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
1602,49.93000030517578,7.099999904632568,6.590000152587891,0.692840039730072,12,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,0
1603,38.4900016784668,4.199999809265137,10.029999732971191,0.5242499709129333,12,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
1604,43.97999954223633,4.199999809265137,10.029999732971191,0.5242499709129333,12,True,False,False,False,True,True,False,True,False,True,False,True,False,False,True,True,False,1
1605,50.31999969482422,4.199999809265137,10.029999732971191,0.5242499709129333,12,True,False,False,False,True,False,True,False,True,True,False,True,False,False,True,True,False,1
1606,42.7400016784668,4.199999809265137,10.029999732971191,0.5242499709129333,12,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
1607,44.02000045776367,4.199999809265137,10.029999732971191,0.5242499709129333,13,False,True,False,False,True,True,False,True,False,True,False,True,False,False,True,True,False,1
1608,40.529998779296875,4.199999809265137,10.029999732971191,0.5242499709129333,12,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
1609,45.130001068115234,7.900000095367432,6.590000152587891,0.692840039730072,12,False,True,False,False,True,True,False,True,False,True,False,True,False,False,True,True,False,1
1610,35.959999084472656,7.900000095367432,6.590000152587891,0.692840039730072,12,True,False,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,1
1611,50.43000030517578,7.900000095367432,6.590000152587891,0.692840039730072,12,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
1612,33.02000045776367,7.900000095367432,6.590000152587891,0.692840039730072,12,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,1
1613,35.70000076293945,7.900000095367432,6.590000152587891,0.692840039730072,13,False,True,True,False,False,True,False,True,False,False,True,True,False,False,True,True,False,1
1614,36.810001373291016,7.900000095367432,6.590000152587891,0.692840039730072,17,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
1615,41.15999984741211,7.900000095367432,6.590000152587891,0.692840039730072,12,False,True,True,False,False,True,False,True,False,False,True,True,False,False,True,True,False,1
1616,44.5099983215332,7.900000095367432,6.590000152587891,0.692840039730072,12,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
1617,52.5099983215332,4.5,10.029999732971191,0.5242499709129333,12,True,False,False,False,True,False,True,True,False,False,True,True,False,False,True,True,False,1
1618,41.689998626708984,4.5,10.029999732971191,0.5242499709129333,13,False,True,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,1
1619,42.68000030517578,4.5,10.029999732971191,0.5242499709129333,12,True,False,False,False,True,True,False,True,False,True,False,True,False,False,True,True,False,1
1620,41.0099983215332,4.5,10.029999732971191,0.5242499709129333,12,False,True,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,1
1621,57.439998626708984,4.5,10.029999732971191,0.5242499709129333,15,True,False,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,1
1622,60.5099983215332,4.5,10.029999732971191,0.5242499709129333,12,True,False,False,False,True,True,False,True,False,True,False,True,False,False,True,True,False,1
1623,52.0099983215332,6.300000190734863,6.590000152587891,0.692840039730072,12,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,0
1624,35.27000045776367,6.300000190734863,6.590000152587891,0.692840039730072,12,True,False,True,False,False,True,False,True,False,False,True,True,False,False,True,True,False,0
1625,40.369998931884766,6.300000190734863,6.590000152587891,0.692840039730072,12,False,True,True,False,False,True,False,True,False,False,True,True,False,False,True,True,False,0
1626,50.33000183105469,9.899999618530272,6.590000152587891,0.692840039730072,12,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
1627,45.880001068115234,9.899999618530272,6.590000152587891,0.692840039730072,13,True,False,True,False,False,True,False,True,False,False,True,True,False,False,True,True,False,1
1628,32.439998626708984,4.699999809265137,10.029999732971191,0.5242499709129333,12,False,True,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,1
1629,51.130001068115234,4.699999809265137,10.029999732971191,0.5242499709129333,12,False,True,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
1630,47.130001068115234,4.699999809265137,10.029999732971191,0.5242499709129333,12,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
1631,51.470001220703125,4.699999809265137,10.029999732971191,0.5242499709129333,12,True,False,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,1
1632,47.560001373291016,6.0,10.029999732971191,0.5242499709129333,16,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,True,False,0
1633,56.459999084472656,6.0,10.029999732971191,0.5242499709129333,12,True,False,True,False,False,True,False,True,False,False,True,False,True,False,True,True,False,0
1634,50.599998474121094,6.0,10.029999732971191,0.5242499709129333,15,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,True,False,0
1635,66.30999755859375,6.0,10.029999732971191,0.5242499709129333,18,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,0
1636,55.31999969482422,6.0,10.029999732971191,0.5242499709129333,15,True,False,True,False,False,True,False,True,False,False,True,False,True,True,False,True,False,0
1637,54.650001525878906,9.699999809265137,9.899999618530272,0.6732100248336792,15,True,False,True,False,False,False,True,False,True,False,True,True,False,False,True,True,False,1
1638,44.61000061035156,9.699999809265137,9.899999618530272,0.6732100248336792,12,False,True,True,False,False,True,False,True,False,False,True,True,False,False,True,True,False,1
1639,48.849998474121094,9.699999809265137,9.899999618530272,0.6732100248336792,16,True,False,True,False,False,True,False,True,False,False,True,True,False,False,True,True,False,1
1640,40.400001525878906,9.699999809265137,9.899999618530272,0.6732100248336792,12,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,1
1641,37.04999923706055,9.699999809265137,9.899999618530272,0.6732100248336792,16,True,False,True,False,False,True,False,True,False,False,True,True,False,False,True,True,False,1
1642,44.95000076293945,9.699999809265137,9.899999618530272,0.6732100248336792,12,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
1643,40.150001525878906,9.699999809265137,9.899999618530272,0.6732100248336792,12,False,True,True,False,False,True,False,True,False,False,True,True,False,False,True,True,False,1
1644,54.189998626708984,9.699999809265137,9.899999618530272,0.6732100248336792,15,False,True,True,False,False,True,False,True,False,False,True,True,False,False,True,True,False,1
1645,56.20000076293945,9.699999809265137,9.899999618530272,0.6732100248336792,16,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,1
1646,31.700000762939453,9.699999809265137,9.899999618530272,0.6732100248336792,12,True,False,True,False,False,True,False,True,False,False,True,True,False,False,True,True,False,1
1647,39.40999984741211,5.199999809265137,9.899999618530272,0.6732100248336792,14,True,False,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,0
1648,48.61000061035156,5.199999809265137,9.899999618530272,0.6732100248336792,14,True,False,True,False,False,True,False,True,False,False,True,True,False,False,True,True,False,0
1649,38.61000061035156,5.199999809265137,9.899999618530272,0.6732100248336792,18,True,False,False,True,False,True,False,False,True,False,True,True,False,False,True,True,False,0
1650,40.45000076293945,5.199999809265137,9.899999618530272,0.6732100248336792,12,True,False,True,False,False,True,False,True,False,False,True,True,False,True,False,True,False,0
1651,41.209999084472656,5.199999809265137,9.899999618530272,0.6732100248336792,12,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,True,False,0
1652,39.2599983215332,5.199999809265137,9.899999618530272,0.6732100248336792,12,True,False,True,False,False,False,True,False,True,True,False,True,False,False,True,True,False,0
1653,38.36000061035156,5.199999809265137,9.899999618530272,0.6732100248336792,12,True,False,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,0
1654,33.810001373291016,7.099999904632568,6.590000152587891,0.692840039730072,12,False,True,True,False,False,True,False,True,False,False,True,True,False,False,True,True,False,1
1655,28.950000762939453,4.099999904632568,10.029999732971191,0.5242499709129333,12,False,True,True,False,False,True,False,True,False,False,True,False,True,True,False,True,False,0
1656,56.150001525878906,4.099999904632568,10.029999732971191,0.5242499709129333,15,True,False,False,False,True,True,False,True,False,False,True,False,True,False,True,True,False,0
